movieId,title,all_tags
4235,Amores Perros (Love's a Bitch) (2000),"inarritu, dogs, amputee, threats, mexico, baby, hitman, dvd-video, r, estrangeinro, rottweiler, boring, wheelchair, spanish, drama, rats, money, mnm, violence, gambling, sexual, thriller, vhs, kidnapping, estrangement, episodic, bibliothek, affair, allegory, models, mexican"
4236,Keep the River on Your Right: A Modern Cannibal Tale (2000),"documentary, gay, homosexuality, vhs"
4237,"Gleaners & I, The (Les glaneurs et la glaneuse) (2000)","documentary, france, paris, melancholy, french"
4238,Along Came a Spider (2001),"crime, action, thriller, mystery, kidnapping"
4239,Blow (2001),"coke, seventies, violence, interesting, drama, marijuana, drugs, trippy, dvd-video, cocaine, crime"
4240,Just Visiting (2001),"comedy, remake, fantasy, original"
4241,PokÃ©mon 3: The Movie (2001),"anime, children, animation, pokemon"
4242,Beautiful Creatures (2000),"original, comedy, drama, thriller, light-hearted, obsession, crime"
4243,Brigham City (2001),"drama, utah, crime, mystery"
4244,"Day I Became a Woman, The (Roozi khe zan shodam) (2000)","women, criterion, drama, iran"
4245,Shadow Magic (2000),"romance, pg, drama, light, destiny, china"
4246,Bridget Jones's Diary (2001),"romance, fun, unorganized, english, singletons, family, friendship, comedy, romcom, drama, british, okay, diary, sexist, sequel, great, funny, rated-r, relationships, narrated, love, hilarious"
4247,Joe Dirt (2001),"romance, comedy, adequate, adventure, mystery"
4248,Josie and the Pussycats (2001),"slash, comedy, cute, capitalism"
4249,Kingdom Come (2001),"comedy, family, funeral, original"
4250,"Body, The (2001)","romance, israel, drama, christian, religion, thriller, sci-fi, mystery, faith, tomb, christianity"
4251,Chopper (2000),"australian, violence, prison, drama, biography, thriller, australia, crime, violent"
4252,"Circle, The (Dayereh) (2000)","women, islam, drama, iran"
4253,Lakeboat (2000),comedy
4254,Crocodile Dundee in Los Angeles (2001),"australian, comedy, drama, australia, sequels"
4255,Freddy Got Fingered (2001),"comedy, comic, weird, funny, witty, story"
4256,"Center of the World, The (2001)","drama, sexual, pornography, dvd-video, prostitution"
4257,"Girl, The (2000)","romance, drama, mystery"
4258,"Low Down, The (2000)",drama
4259,"Luzhin Defence, The (2000)","mentor, romance, drama, library, obsession, nabokov, chess"
4260,"Visit, The (2000)",drama
4261,Lilies (1996),"fantasy, romance, drama"
4262,Scarface (1983),"incest, chainsaw, soundtrack, immigration, bloody, action, long, revenge, drama, reviewed, florida, corruption, mafia, atmospheric, divx, dvd, cuba, violent, coccaine, remake, violence, gangsters, mobster, bd-r, clv, immigrants, dialogue, eighties, language, drugs, gangster, overrated, classic, miami, pretentious, scary, guns, story, crime"
4263,Days of Wine and Roses (1962),"bd-r, alcoholism, drama, addiction, drinking, booze"
4265,Driven (2001),"action, racing, harlin, thriller, predictable"
4266,"Forsaken, The (2001)","vampire, vampires, horror, splatter"
4267,One Night at McCool's (2001),"sexy, comedy, bdsm"
4268,Town & Country (2001),"comedy, predictable, original"
4269,Rat (2000),"comedy, romance, drama"
4270,"Mummy Returns, The (2001)","action, spoof, comedy, fun, muppets, reincarnation, thriller, egypt, art, cheesy, archeology, architecture, summer, adventure, mummy, history, sequel, exciting"
4271,Eureka (YurÃ®ka) (2000),"poignant, boring, lyrical, long, melancholic, sweeping, drama, somber, grim, stylized, meditative, intimate"
4272,Tuvalu (1999),"nonsensical, comedy, dreams, stylized, artistic"
4273,Under the Sand (2000),"relationships, bibliothek, drama, contemplative, gentle, seen, criterion, haunting"
4274,Cleopatra (1963),"romance, todd-ao, clv, rome, drama, epic, egypt, dvd-ram, sets, score"
4275,Krull (1983),"action, monster, magic, british, want, fantasy, betamax, adventure, sci-fi"
4276,Lost in America (1985),"workplace, comedy, humorous, bd-r"
4277,"Lost World, The (1925)","dinosaurs, adventure, sci-fi"
4278,Triumph of the Will (Triumph des Willens) (1934),"documentary, nazis, controversial, history, propaganda, germany"
4279,True Believer (1989),"murder, lawyer, lawyers, courtroom, crime"
4280,"World According to Garp, The (1982)","romance, comedy, drama, writers, feminism, betamax"
4281,Candy (1968),"censorship, comedy, sexual, pornography"
4282,Satyricon (1969),"sweeping, drama, satirical, disturbing, decadent, sexual, controversial, surreal, weird, hallucinatory, library, criterion, irreverent"
4283,Fellini's Roma (Roma) (1972),"bd-r, clv, rome, drama, uncomprehensible, criterion, affectionate"
4284,Frankie and Johnny (1966),"mentor, comedy, musical"
4285,Frankie and Johnny (1991),"acting, romance, sexuality, convincing, comedy, clv, romantic, love, chemistry"
4286,"Home of Our Own, A (1993)","family, drama"
4287,Paris When It Sizzles (1964),"comedy, romance, romantic"
4288,Pola X (1999),"melancholic, romance, drama, incest"
4289,"City of Women, The (CittÃ  delle donne, La) (1980)","comedy, drama, sexual, pornography, library, criterion"
4290,For the Boys (1991),"musical, comedy, clv, drama, sentimental, wartime"
4291,Nine to Five (a.k.a. 9 to 5) (1980),"workplace, women, sexism, comedy, subplot, crime"
4292,Norma Rae (1979),"unions, oscar, drama, union, betamax, dvd-video"
4293,Summer Rental (1985),"betamax, comedy, family, chase"
4294,"5,000 Fingers of Dr. T, The (1953)","musical, children, lavish, original, bd-r, humorous, dvd-r, whimsical, quirky, fantasy, dreams, surreal, fanciful"
4295,Backtrack (Catchfire) (1990),"action, drama, thriller"
4296,Love Story (1970),"poignant, romance, death, romantic, drama, earnest, tear-jerker, sentimental, bittersweet, library, tearjerking"
4297,Pelle the Conqueror (Pelle erobreren) (1987),"beautiful, slow, long, powerful, pacing, immigrants, drama, poverty, emotional, uplifting, feudalism, atmospheric, criterion"
4298,Rififi (Du rififi chez les hommes) (1955),"visceral, heist, bd-r, france, dvd-r, cinematography, thriller, paris, tense, atmospheric, bleak, caper, library, dvd-ram, criterion, crime, film-noir"
4299,"Knight's Tale, A (2001)","action, romance, innuendo, anachronism, odd, chaucer, comedy, sg, knoll, historical, medieval, predictable, dvd, entertaining"
4300,Bread and Roses (2000),"politics, political, immigrants, drama"
4301,Calle 54 (2000),"documentary, musical, music, musicians, jazz"
4302,"King Is Alive, The (2000)","drama, tourists, allegory, existentialism, africa, desert"
4303,Sordid Lives (2000),"comedy, gay, boring"
4304,Startup.com (2001),"documentary, business, computers, internet, greed, r"
4305,Angel Eyes (2001),"romance, bibliothek, romantic, thriller, loss"
4306,Shrek (2001),"pixar, romance, princess, fun, deep, animated, quirky, watched, cgi, cartoon, dvd-video, disney, comedy, desenho, animation, fantasy, dreamworks, parody, donkey, dvd, sequel, smart, mixed-message, children, franchise, buy, comedia, cg, adventure, library, brainless, overrated, mascot, satire, psychology, own, clever, funny, witty, ogres, get, mule"
4307,"Fast Food, Fast Women (2000)","romance, relationships, original, comedy, loneliness"
4308,Moulin Rouge (2001),"romance, musical, rococo, france, flick, cinematography, quirky, stylized, colourful, narcolepsy, soundtrack, backstage, dvd-video, drama, musicians, dwarf, tension, beautiful, australian, courtesan, dramatic, special, sensual, sentimental, vhs, passionate, soundtracks, tacky, sexuality, lyrical, lavish, colorful, mountains, bibliothek, appalling, paris, own, jealousy, get, indecent"
4309,Petits Freres (Petits FrÃ¨res) (1999),drama
4310,Pearl Harbor (2001),"aviation, romance, patriotic, fire, emotional, history, thought-provoking, nurses, shooting, shit, wwii, enjoyable, action, unwatchable, sad, sea, drama, war, kamikaze, predictable, realistic, youtube, wartime, dramatic, japan, historical, noble, military, world, hawaii, fighting, overrated, catastrophe, blockbuster, explosions, romantic, own, scenery, funny, ocean"
4311,Bloody Angels (1732 HÃ¸tten: Marerittet har et postnummer) (1998),thriller
4312,Himalaya (Himalaya - l'enfance d'un chef) (1999),"mountains, tribal, pretentious, drama, himalayas, stunning, lukewarm, adventure, tibet, nepal"
4313,"Man Who Cried, The (2000)","drama, wwii, jews, art"
4314,Our Song (2000),"drama, brooklyn, adolescence, pregnancy, criterion"
4315,Gabriela (2001),"comedy, romance, drama"
4316,Ice Castles (1978),"mentor, blindness, bd-r, drama"
4317,Love Potion #9 (1992),"comedy, romance, romantic, clv"
4318,Postcards From the Edge (1990),"recovery, mother-daughter, comedy, clv, drama, hollywood"
4319,Apache (1954),"western, indians, gunfight"
4320,"Buffalo Bill and the Indians, or Sitting Bull's History Lesson (a.k.a. Buffalo Bill and the Indians) (1976)","ironic, usa, cerebral, deadpan, western, comedy, satirical, indians, quirky, historical, dvd-ram, cynical"
4321,City Slickers (1991),"colorado, western, comedy, bd-video, funny, juvenile"
4322,Eight Men Out (1988),"pg, drama, greed, sports, betamax, baseball, dvd-video, courtroom"
4323,"Horse Soldiers, The (1959)","western, war, adventure, gunfight"
4324,"Kentuckian, The (1955)","western, texas, drama, gunfight"
4325,"Night, The (Notte, La) (1960)","estrangement, classic, bd-r, party, reflective, drama, antonioni, deliberate, writer, stylized, criterion, meditative, infidelity, intimate, nightclub, milan, italy"
4326,Mississippi Burning (1988),"rated-r, rasicm, race, music, drama, thriller, tense, racism, corruption, dvd-video, r, segregation, kkk, mississippi, crime"
4327,"Magnificent Seven, The (1960)","murder, remake, classic, western, mexico, bd-r, bd-video, library, betamax, adventure, yul, isaiah, form, gunfight"
4328,"Return of the Magnificent Seven, The (a.k.a. Return of the Seven) (1966)","western, sequels, bd-video, gunfight"
4329,Rio Bravo (1959),"western, bd-r, humorous, bibliothek, quirky, forceful, tense, veja, gunfight"
4330,"Scarlet Empress, The (1934)","expressionism, lavish, sexy, bd-r, drama, racy, sexual, stylized, atmospheric, biopic, criterion"
4331,Semi-Tough (1978),"comedy, football, clv"
4332,Suspect (1987),"drama, thriller, lawyer, lawyers, crime"
4333,Throw Momma from the Train (1987),"comedy, clv, crime, twisted"
4334,Yi Yi (2000),"reflective, family, wistful, humorous, understated, drama, enlightening, swearing, criterion, china, taipei, warm, kate, gentle, resonant, scottlemieux, relationships, intimate, taiwan, chinese"
4335,Midnight Madness (1980),"comedy, silly, puzzles, competition"
4336,Nightwatch (Nattevagten) (1994),"suspenseful, tense, horror, thriller"
4337,"Sand Pebbles, The (1966)","tense, romance, drama, war"
4338,Twelve O'Clock High (1949),"bd-r, drama, war, leadership, wwii"
4339,Von Ryan's Express (1965),"action, hulu, trains, drama, war, betamax, adventure, vhs, wwii, mvlc"
4340,"Animal, The (2001)","comedy, stupid"
4341,What's the Worst That Could Happen? (2001),"comedy, funny"
4342,Big Eden (2000),"romance, heartwarming, non-stereotypical, drama, queer, positive, gay"
4343,Evolution (2001),"alien, acting, werewolves, boring, comedy, silly, ridiculous, stupid, funny, aliens, vampires, meteorite, hillarious, sci-fi"
4344,Swordfish (2001),"murder, action, computers, slow, hacking, drama, unreaslistic, clearplay, cool, funny, dvd, unrealistic, r, crime, hackers"
4345,"Anniversary Party, The (2001)","hollywood, lively, drama, relationships"
4346,Bride of the Wind (2001),"romance, musical, drama"
4347,Divided We Fall (MusÃ­me si pomÃ¡hat) (2000),"nazis, humanity, compassion, comedy, humorous, drama, history, holocaust, generous, jews, czech"
4348,Whatever Happened to Harold Smith? (1999),comedy
4349,Catch-22 (1970),"depressing, comedy, clv, war, ohsoso, betamax, own, armenian, book"
4350,Forgotten Silver (1996),"comedy, documentary, mockumentary"
4351,Point Break (1991),"murder, action, surfing, relentless, action-packed, fun, clv, thriller, hawaii, crime, entertaining"
4352,Shag (1989),"comedy, drama, friendship"
4353,Uncommon Valor (1983),"action, vietnam, weapons, war, betamax"
4354,Unlawful Entry (1992),"clv, thriller, suspenseful, police, crime"
4355,Youngblood (1986),"mentor, action, drama, sports, betamax, hockey, fighting"
4356,Gentlemen Prefer Blondes (1953),"romance, musical, classic, sexy, comedy, bd-r, broadway"
4357,How to Marry a Millionaire (1953),"romance, women, classic, comedy, clv, drama, dvd-video"
4358,Macabre (1958),"bd-r, horror, thriller"
4359,"Seven Year Itch, The (1955)","easygoing, sexy, comedy, humorous, bd-r, satirical, light, delightful, witty, upbeat, adultery, censorship"
4360,There's No Business Like Show Business (1954),"bd-r, musical, family, dancing"
4361,Tootsie (1982),"romance, literate, queer, drag, actors, comedy, cross-dressing, reviewed, betamax, farce, dated, criterion, affectionate, glbt, bd-r, warm, urbane, annemari, gender-bending, delights, impostor, witty, madcap, gltbq"
4362,"Boys Next Door, The (1986)","drama, crime"
4363,Too Late the Hero (1970),"action, wwii, war, wartime"
4364,"Trio, The (Trio, Das) (1998)","romance, drama"
4365,Pavilion of Women (2000),drama
4366,Atlantis: The Lost Empire (2001),"disney, children, steampunk, underwater, atlantis, animation, fantasy, adventure"
4367,Lara Croft: Tomb Raider (2001),"action, adaptation, interesting, boring, sexy, crap, cambodia, game, schizo-cam, videogame, adventure, dvd"
4368,Dr. Dolittle 2 (2001),"comedy, animals"
4369,"Fast and the Furious, The (2001)","action, cars, racing, boring, franchise, macho, thriller, stupid, slashy, fashion, dvd, crime"
4370,A.I. Artificial Intelligence (2001),"robot, emotional, bittersweet, dvd-video, future, pathetic, sci-fi, drags, android, androids, sad, boring, dystop, drama, disturbing, formulaic, dvd, beautiful, dystopia, acting, manipulative, spielberg, adventure, depressing, robots, crying"
4371,Baby Boy (2001),"gangster, original, gangsters, drama, crime"
4372,Crazy/Beautiful (2001),"romance, cheerleading, bibliothek, drama, teen"
4373,Pootie Tang (2001),"comedy, original"
4374,Let It Snow (1999),"comedy, romance"
4375,"Adventures of Felix, The (a.k.a. Funny Felix) (DrÃ´le de FÃ©lix) (2000)","intimate, comedy, gay, drama"
4376,Down From the Mountain (2000),"documentary, appalachia, music, culture, musicians, bluegrass, history, artistic"
4377,Russian Doll (2000),"comedy, romance"
4378,Sexy Beast (2000),"gangster, slow, gangsters, california, comedy, drama, ruthless, crime, menacing"
4379,"South of Heaven, West of Hell (2000)","western, drama"
4380,"Princess and the Warrior, The (Krieger und die Kaiserin, Der) (2000)","accident, beautiful, romance, brothers, storytelling, intertwined, incest, heist, nurse, patient, drama, cinematography, redemption, loneliness"
4381,"Closet, The (Placard, Le) (2001)","france, comedy, homophobia, gay, irreverent, french, veber"
4382,Wolves (1999),"documentary, imax"
4383,"Crimson Rivers, The (RiviÃ¨res pourpres, Les) (2000)","crime, action, france, drama, thriller, tense, mystery, french"
